As@1,As@2,As@5,As@10,P@1,P@2,P@5,P@10,H@1,H@2,H@5,H@10,ACC@1,ACC@2,ACC@5,ACC@10,R@1,R@2,R@5,R@10,MRR,Filename,Parent Folder
0.014051234982050012,0.028102469964100023,0.07025617491025014,0.1405123498205003,0.296,0.2995,0.28219999999999873,0.29015674603174546,0.0036590748264591,0.007438510739545218,0.017954486751664084,0.03703870012564911,0.019,0.038,0.07700000000000036,0.11403055555555537,0.0036590748264591,0.007438510739545218,0.017954486751664084,0.03703870012564911,0.28641962620712624,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_verbs_zeroshot_json.txt,multialignet/Meta-Llama-3-70B-Instruct-FP8
0.01717567604233012,0.03435135208466024,0.08587838021165072,0.17175676042330143,0.436,0.4425,0.4513999999999991,0.45418888888888925,0.0068947071954448165,0.013916141388742769,0.03550732724768693,0.0713266841474418,0.019,0.027,0.06920000000000029,0.12244444444444384,0.0068947071954448165,0.013916141388742769,0.03550732724768693,0.0713266841474418,0.33490952380952366,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_nouns_oneshot_json.txt,multialignet/Meta-Llama-3-70B-Instruct-FP8
0.01717567604233012,0.03435135208466024,0.08587838021165072,0.17175676042330143,0.312,0.272,0.2795999999999984,0.30176666666666696,0.004940598264495135,0.008438409721504132,0.021719385036336677,0.047092534002392765,0.01,0.015,0.035599999999999965,0.07504444444444455,0.004940598264495135,0.008438409721504132,0.021719385036336677,0.047092534002392765,0.3111552015794658,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_nouns_oneshot_commasep.txt,multialignet/Meta-Llama-3-70B-Instruct-FP8
0.031264700343131745,0.06252940068626349,0.15632350171565826,0.3126470034313165,0.224,0.189,0.18199999999999952,0.205566666666666,0.0061749969595413495,0.010552437113708398,0.024843557285243276,0.05685231941384423,0.023,0.0285,0.050400000000000125,0.10194444444444423,0.0061749969595413495,0.010552437113708398,0.024843557285243276,0.05685231941384423,0.25470240672210465,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_adjectives_oneshot_commasep.txt,multialignet/Meta-Llama-3-70B-Instruct-FP8
0.01717567604233012,0.03435135208466024,0.08587838021165072,0.17175676042330143,0.423,0.4145,0.4061999999999989,0.3998702380952382,0.006572943492505961,0.013178623983282229,0.03198447430224511,0.062391296409625215,0.013,0.0265,0.06840000000000025,0.11141349206349167,0.006572943492505961,0.013178623983282229,0.03198447430224511,0.062391296409625215,0.32132067099567074,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_nouns_zeroshot_commasep.txt,multialignet/c4ai-command-r-plus
0.031264700343131745,0.06252940068626349,0.15632350171565826,0.3126470034313165,0.235,0.237,0.2250499999999995,0.21784404761904744,0.0064630673632045344,0.012820024465256501,0.03087844683003922,0.05944392306049073,0.015,0.0295,0.06415000000000019,0.10525119047619036,0.0064630673632045344,0.012820024465256501,0.03087844683003922,0.05944392306049073,0.2536619769119769,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_adjectives_zeroshot_commasep.txt,multialignet/c4ai-command-r-plus
0.01717567604233012,0.03435135208466024,0.08587838021165072,0.17175676042330143,0.425,0.4165,0.39899999999999874,0.40571111111111047,0.006741912111238989,0.013278341532012872,0.03133498207967224,0.06395210529769553,0.013,0.025,0.06260000000000022,0.11466944444444407,0.006741912111238989,0.013278341532012872,0.03133498207967224,0.06395210529769553,0.3185606532356529,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_nouns_zeroshot_json.txt,multialignet/c4ai-command-r-plus
0.014051234982050012,0.028102469964100023,0.07025617491025014,0.1405123498205003,0.332,0.33,0.31579999999999825,0.3076734126984124,0.004246761679102196,0.008463235744580643,0.02041837401242933,0.039261069003033784,0.014,0.032,0.0758000000000003,0.11133730158730146,0.004246761679102196,0.008463235744580643,0.02041837401242933,0.039261069003033784,0.28994047619047625,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_verbs_zeroshot_commasep.txt,multialignet/c4ai-command-r-plus
0.031264700343131745,0.06252940068626349,0.15632350171565826,0.3126470034313165,0.213,0.215,0.2161999999999996,0.21215555555555551,0.005776983663041593,0.01180258033750154,0.029179651850285572,0.057692865299577636,0.018,0.0325,0.06080000000000016,0.10155277777777773,0.005776983663041593,0.01180258033750154,0.029179651850285572,0.057692865299577636,0.24862261904761906,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_adjectives_zeroshot_json.txt,multialignet/c4ai-command-r-plus
0.014051234982050012,0.028102469964100023,0.07025617491025014,0.1405123498205003,0.378,0.388,0.3753999999999993,0.36710476190476204,0.004594103029154875,0.009602603863140432,0.02398752142125067,0.04630262539405876,0.017,0.0405,0.0926000000000005,0.1325484126984125,0.004594103029154875,0.009602603863140432,0.02398752142125067,0.04630262539405876,0.3098805555555555,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_verbs_oneshot_commasep.txt,multialignet/c4ai-command-r-plus
0.031264700343131745,0.06252940068626349,0.15632350171565826,0.3126470034313165,0.341,0.315,0.30899999999999844,0.3055027777777771,0.009023350998268053,0.016741596328724455,0.041382885712000536,0.08209302228606828,0.026,0.047,0.08840000000000048,0.15139166666666612,0.009023350998268053,0.016741596328724455,0.041382885712000536,0.08209302228606828,0.2791496031746031,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_adjectives_oneshot_json.txt,multialignet/c4ai-command-r-plus
0.014051234982050012,0.028102469964100023,0.07025617491025014,0.1405123498205003,0.325,0.3365,0.34339999999999854,0.3349662698412696,0.003987873098142449,0.008498795381826857,0.021866395439117125,0.042690233859599504,0.015,0.0335,0.07620000000000035,0.11974722222222198,0.003987873098142449,0.008498795381826857,0.021866395439117125,0.042690233859599504,0.3165408730158727,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_verbs_oneshot_json.txt,multialignet/c4ai-command-r-plus
0.014051234982050012,0.028102469964100023,0.07025617491025014,0.1405123498205003,0.327,0.324,0.3217999999999982,0.31220277777777744,0.004083070760023359,0.008186886938553678,0.020782956630017897,0.03966601418120832,0.013,0.032,0.0726000000000003,0.11148888888888867,0.004083070760023359,0.008186886938553678,0.020782956630017897,0.03966601418120832,0.2950281746031746,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_verbs_zeroshot_json.txt,multialignet/c4ai-command-r-plus
0.01717567604233012,0.03435135208466024,0.08587838021165072,0.17175676042330143,0.435,0.43,0.4366999999999995,0.4395341269841276,0.00668875563029425,0.013463313203969336,0.034270399659642264,0.06899538997865397,0.014,0.03,0.07260000000000033,0.12417738095238044,0.00668875563029425,0.013463313203969336,0.034270399659642264,0.06899538997865397,0.32079920634920606,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_nouns_oneshot_json.txt,multialignet/c4ai-command-r-plus
0.01717567604233012,0.03435135208466024,0.08587838021165072,0.17175676042330143,0.435,0.4245,0.43459999999999976,0.4372607142857149,0.006724240848032552,0.013375429206775468,0.0337628814512002,0.06837653576526605,0.014,0.0315,0.06860000000000026,0.1222837301587298,0.006724240848032552,0.013375429206775468,0.0337628814512002,0.06837653576526605,0.3267242063492063,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_nouns_oneshot_commasep.txt,multialignet/c4ai-command-r-plus
0.031264700343131745,0.06252940068626349,0.15632350171565826,0.3126470034313165,0.346,0.3215,0.3169999999999985,0.3113980158730157,0.009326784419314185,0.017209802266774505,0.043182688991970336,0.0840142502490944,0.025,0.0485,0.09020000000000045,0.1514119047619043,0.009326784419314185,0.017209802266774505,0.043182688991970336,0.0840142502490944,0.2809964646464646,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_adjectives_oneshot_commasep.txt,multialignet/c4ai-command-r-plus
0.01717567604233012,0.03435135208466024,0.08587838021165072,0.17175676042330143,0.228,0.235,0.23199999999999946,0.23414444444444368,0.0034881236644447823,0.0074380539879322525,0.018385872307880566,0.03740736749445969,0.008,0.0145,0.03219999999999993,0.06221111111111142,0.0034881236644447823,0.0074380539879322525,0.018385872307880566,0.03740736749445969,0.2586146658896659,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_nouns_zeroshot_commasep.txt,multialignet/Mistral-7B-Instruct-v0.3
0.031264700343131745,0.06252940068626349,0.15632350171565826,0.3126470034313165,0.205,0.2085,0.19139999999999985,0.18055833333333265,0.005724440138983401,0.01148102113137668,0.02613279516629302,0.04909480122993111,0.016,0.0275,0.0504000000000001,0.08312499999999992,0.005724440138983401,0.01148102113137668,0.02613279516629302,0.04909480122993111,0.21758896103896105,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_adjectives_zeroshot_commasep.txt,multialignet/Mistral-7B-Instruct-v0.3
0.01717567604233012,0.03435135208466024,0.08587838021165072,0.17175676042330143,0.378,0.3645,0.34979999999999906,0.34554484126984136,0.005916495021210219,0.011316734855848947,0.027266860951261348,0.05396735349892408,0.008,0.021,0.05380000000000011,0.09494920634920613,0.005916495021210219,0.011316734855848947,0.027266860951261348,0.05396735349892408,0.29949127539127507,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_nouns_zeroshot_json.txt,multialignet/Mistral-7B-Instruct-v0.3
0.014051234982050012,0.028102469964100023,0.07025617491025014,0.1405123498205003,0.175,0.171,0.1647999999999998,0.16267539682539633,0.0022810922345802035,0.004526205128737607,0.010859375938794536,0.02123405365790618,0.013,0.021,0.0404,0.06189722222222237,0.0022810922345802035,0.004526205128737607,0.010859375938794536,0.02123405365790618,0.17188430360489185,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_verbs_zeroshot_commasep.txt,multialignet/Mistral-7B-Instruct-v0.3
0.031264700343131745,0.06252940068626349,0.15632350171565826,0.3126470034313165,0.271,0.248,0.2419999999999994,0.24093174603174558,0.007401669763241315,0.013301325568302902,0.032855336573002325,0.06471819086125657,0.013,0.031,0.0638000000000002,0.11304722222222194,0.007401669763241315,0.013301325568302902,0.032855336573002325,0.06471819086125657,0.26129623334182134,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_adjectives_zeroshot_json.txt,multialignet/Mistral-7B-Instruct-v0.3
0.014051234982050012,0.028102469964100023,0.07025617491025014,0.1405123498205003,0.389,0.4095,0.39959999999999857,0.3857992063492068,0.0048524531983801765,0.010468162080088227,0.026019423915126568,0.049923910685991335,0.022,0.0445,0.10500000000000069,0.15080119047619,0.0048524531983801765,0.010468162080088227,0.026019423915126568,0.049923910685991335,0.3480976190476186,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_verbs_oneshot_commasep.txt,multialignet/Mistral-7B-Instruct-v0.3
0.031264700343131745,0.06252940068626349,0.15632350171565826,0.3126470034313165,0.291,0.277,0.2723999999999986,0.26457063492063476,0.007561574553484483,0.015105176402385128,0.03676904288147311,0.07168908019494569,0.017,0.039,0.07640000000000036,0.1260888888888884,0.007561574553484483,0.015105176402385128,0.03676904288147311,0.07168908019494569,0.29919574314574265,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_adjectives_oneshot_json.txt,multialignet/Mistral-7B-Instruct-v0.3
0.014051234982050012,0.028102469964100023,0.07025617491025014,0.1405123498205003,0.383,0.3935,0.3815999999999988,0.36888888888888904,0.004923998439198892,0.010152572103244103,0.02481004879142909,0.047569830263966564,0.024,0.0555,0.10060000000000065,0.14345277777777726,0.004923998439198892,0.010152572103244103,0.02481004879142909,0.047569830263966564,0.32638531746031724,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_verbs_oneshot_json.txt,multialignet/Mistral-7B-Instruct-v0.3
0.014051234982050012,0.028102469964100023,0.07025617491025014,0.1405123498205003,0.367,0.3625,0.3605999999999986,0.3495547619047618,0.004774406518979523,0.009350173642695463,0.023311702186896422,0.04442720759371524,0.02,0.042,0.09140000000000051,0.13089285714285687,0.004774406518979523,0.009350173642695463,0.023311702186896422,0.04442720759371524,0.31657107892107855,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_verbs_zeroshot_json.txt,multialignet/Mistral-7B-Instruct-v0.3
0.01717567604233012,0.03435135208466024,0.08587838021165072,0.17175676042330143,0.389,0.387,0.38439999999999835,0.38689484126984147,0.006003272979304346,0.011977801777192657,0.02955088496223235,0.05994665778375691,0.011,0.022,0.053600000000000106,0.1037634920634917,0.006003272979304346,0.011977801777192657,0.02955088496223235,0.05994665778375691,0.31907216117216086,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_nouns_oneshot_json.txt,multialignet/Mistral-7B-Instruct-v0.3
0.01717567604233012,0.03435135208466024,0.08587838021165072,0.17175676042330143,0.383,0.39,0.3877999999999983,0.38820595238095296,0.0060730315079862394,0.012244905714282142,0.030132565135359297,0.06039939174907555,0.014,0.029,0.054200000000000144,0.10013611111111077,0.0060730315079862394,0.012244905714282142,0.030132565135359297,0.06039939174907555,0.33785400432900414,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_nouns_oneshot_commasep.txt,multialignet/Mistral-7B-Instruct-v0.3
0.031264700343131745,0.06252940068626349,0.15632350171565826,0.3126470034313165,0.267,0.2725,0.2699999999999989,0.2626166666666664,0.007282658486969717,0.014439527709868503,0.036559658455595216,0.07101321497222896,0.02,0.0335,0.0716000000000003,0.12185555555555519,0.007282658486969717,0.014439527709868503,0.036559658455595216,0.07101321497222896,0.31749329004328963,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_adjectives_oneshot_commasep.txt,multialignet/Mistral-7B-Instruct-v0.3
0.01717567604233012,0.03435135208466024,0.08587838021165072,0.17175676042330143,0.364,0.3675,0.3693999999999992,0.3707329365079366,0.005608268523295099,0.011582719847466586,0.029086896441656535,0.05790544806320313,0.008,0.025,0.05780000000000014,0.10279246031746013,0.005608268523295099,0.011582719847466586,0.029086896441656535,0.05790544806320313,0.3267392857142857,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_nouns_zeroshot_commasep.txt,multialignet/L3-8B-Stheno-v3.2
0.031264700343131745,0.06252940068626349,0.15632350171565826,0.3126470034313165,0.206,0.231,0.22329999999999975,0.22195714285714294,0.0055961572799974,0.01261597335314547,0.030196440323603586,0.05942307971219675,0.015,0.03,0.06100000000000021,0.10364523809523794,0.0055961572799974,0.01261597335314547,0.030196440323603586,0.05942307971219675,0.3005524531024531,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_adjectives_zeroshot_commasep.txt,multialignet/L3-8B-Stheno-v3.2
0.01717567604233012,0.03435135208466024,0.08587838021165072,0.17175676042330143,0.387,0.379,0.36299999999999927,0.3711781746031752,0.005866095148934737,0.011915345869870331,0.028740784320802605,0.058318098114269905,0.014,0.025,0.053200000000000136,0.10438055555555534,0.005866095148934737,0.011915345869870331,0.028740784320802605,0.058318098114269905,0.30842658730158706,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_nouns_zeroshot_json.txt,multialignet/L3-8B-Stheno-v3.2
0.014051234982050012,0.028102469964100023,0.07025617491025014,0.1405123498205003,0.327,0.3275,0.3299999999999987,0.3204813492063494,0.0040487571412368235,0.00823245417906365,0.021127357473901945,0.04075787720092578,0.023,0.0405,0.08580000000000042,0.12147619047619027,0.0040487571412368235,0.00823245417906365,0.021127357473901945,0.04075787720092578,0.3120718253968255,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_verbs_zeroshot_commasep.txt,multialignet/L3-8B-Stheno-v3.2
0.031264700343131745,0.06252940068626349,0.15632350171565826,0.3126470034313165,0.234,0.2205,0.20759999999999934,0.206080555555555,0.006275272022200413,0.012383028307379192,0.028532327978959854,0.05596633121640756,0.013,0.032,0.05320000000000017,0.09703055555555543,0.006275272022200413,0.012383028307379192,0.028532327978959854,0.05596633121640756,0.2560747113997115,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_adjectives_zeroshot_json.txt,multialignet/L3-8B-Stheno-v3.2
0.014051234982050012,0.028102469964100023,0.07025617491025014,0.1405123498205003,0.33,0.35,0.34579999999999833,0.3324178571428567,0.004148953914102793,0.008887536870450631,0.022391310090421914,0.04265547540739521,0.021,0.043,0.08920000000000049,0.1256166666666665,0.004148953914102793,0.008887536870450631,0.022391310090421914,0.04265547540739521,0.3390162698412696,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_verbs_oneshot_commasep.txt,multialignet/L3-8B-Stheno-v3.2
0.031264700343131745,0.06252940068626349,0.15632350171565826,0.3126470034313165,0.218,0.2105,0.22304999999999953,0.22411944444444376,0.00581978371334538,0.011613825099395259,0.030419546386647824,0.06070696078160199,0.012,0.032,0.06200000000000023,0.1081611111111109,0.00581978371334538,0.011613825099395259,0.030419546386647824,0.06070696078160199,0.2814901515151517,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_adjectives_oneshot_json.txt,multialignet/L3-8B-Stheno-v3.2
0.014051234982050012,0.028102469964100023,0.07025617491025014,0.1405123498205003,0.335,0.3345,0.32679999999999854,0.32222023809523836,0.004236275761789926,0.008435941421982925,0.020958577856126735,0.04079647381849457,0.018,0.0375,0.08140000000000042,0.11678888888888872,0.004236275761789926,0.008435941421982925,0.020958577856126735,0.04079647381849457,0.31051031746031726,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_verbs_oneshot_json.txt,multialignet/L3-8B-Stheno-v3.2
0.014051234982050012,0.028102469964100023,0.07025617491025014,0.1405123498205003,0.336,0.3225,0.3215999999999989,0.31378412698412694,0.004247105088689197,0.008176139843192648,0.02058100933239468,0.03978010173518233,0.016,0.032,0.07900000000000042,0.11452738095238099,0.004247105088689197,0.008176139843192648,0.02058100933239468,0.03978010173518233,0.2940657268170424,t_0.4__top_p_0.95__max_new_tokens_100__file_multialignet_verbs_zeroshot_json.txt,multialignet/L3-8B-Stheno-v3.2
